"held","common","latin","hue","visual","water","aspect","soil","prune","source","peak","order","bench","root","trade","retail","margin","type","shrink","returnRisk","pots","cvs","hardiness","resilience","uses","size","pest","seasonalImpact","growthSpeed","pestRisk","thirst","careLevel","sunNeed","sunMin","toxicity","compliance","hardinessNote","foliage","rootSize","stockForm","pollination","clay"
"0","Japanese blood grass 'Red Baron'","Imperata cylindrica 'Rubra'","0","Green blades flushed deep crimson · silvery flower panicles in late summer","Moderate; keep moist while establishing","East / South / West","Moist, well-drained; Avoid winter waterlogging","Cut back dead foliage in spring","","Jun-Oct","","","","","","","","","","","syn. Imperata cylindrica 'Red Baron'; Imperata 'Red Baron'","H4","cold hardy · urban suitable","borders · containers · ground cover · foliage contrast","40–50 cm H × 30–50 cm W","","","8","2","10","4","90","55","","","May need winter protection in colder areas","deciduous","","","",""
"0","Wormwood 'Powis Castle'","Artemisia 'Powis Castle'","0","Finely divided silvery-grey foliage · dense rounded habit · aromatic leaves","Low once established","East / South / West","Poor, well-drained; Avoid winter wet","Cut back to lowest new shoots in mid to late spring","","Jan-Dec","","","","","","","","","","","syn. Artemisia arborescens 'Powis Castle'; Artemisia arborescens 'Brass Band'","H3","drought tolerant · exposed-site tolerant · heat tolerant","gravel gardens · borders · containers · foliage contrast","50–60 cm H × 60–90 cm W","","","9","5","3","4","95","75","","","RHS H3; some UK growers rate established plants H4 in sheltered sites","evergreen","","","",""
"0","Gaura 'Rosy Jane'","Oenothera lindheimeri 'Rosy Jane'","335","White flowers with vivid pink picotee edges · dark-pink buds · purple-flecked foliage","Moderate; water in dry spells","East / South / West","Moist, well-drained; Avoid winter wet","Remove spent flowering stalks; cut back in early spring","","May-Oct","","","","","","","","","","","trade name Rosy Jane; cultivar code 'Harrosy'","H4","drought tolerant once established · wind tolerant · urban suitable","borders · containers · prairie planting · wildlife gardens","50–100 cm H × 40–60 cm W","","","13","3","9","4","95","68","","PBR protected · commercial propagation restricted","RHS H4; hardy through most of the UK","deciduous","","","",""
"0","Button bush 'Fiber Optics'","Cephalanthus occidentalis 'Bailoptics'","0","Creamy-white spherical flowers · glossy green leaves · coppery autumn colour","Keep evenly moist; tolerates flooding","East / South / West","Moist to wet; Avoid prolonged dry soil","Cut back hard in early spring if required","","Jul-Sep","","","","","","","","","","","trade name Fiber Optics; First Editions Series; cultivar code 'Bailoptics'","H5","wet-soil tolerant · flood tolerant · pollinator friendly","pond margins · rain gardens · wet borders · wildlife gardens","1.5–2 m H × 1.5–2 m W","","","10","3","15","5","82","48","","PBR protected · commercial propagation restricted","USDA zone 4; UK hardiness is inferred from cold tolerance","deciduous","","","",""
"0","Chaste tree 'Delta Blues'","Vitex agnus-castus 'Piivac-I'","225","Dense deep violet-blue flower panicles · aromatic blue-green foliage","Low once established","South / West","Poor, well-drained; Shelter from cold winds · avoid winter wet","Prune hard in early spring; deadhead to encourage repeat flowering","","Jun-Oct","","","","","","","","","","","trade name Delta Blues; First Editions Series; cultivar code 'Piivac-I'","H5","drought tolerant · heat tolerant · coastal tolerant","specimen · wildlife gardens · shrub borders · informal hedging","2.5–3 m H × 2.5–3 m W","","","16","7","5","5","96","78","","","H5 inferred from reported USDA zone 6 tolerance","deciduous","","","",""
"0","Chaste tree 'Flip Side'","Vitex × 'Bailtexone'","225","Deep lavender-blue flower panicles · olive-green leaves with purple undersides","Low once established","South / West","Poor, well-drained; Shelter from cold winds · avoid winter wet","Prune in early spring; deadhead to encourage repeat flowering","","Jul-Sep","","","","","","","","","","","trade name Flip Side; First Editions Series; cultivar code 'Bailtexone'; hybrid of Vitex trifolia 'Purpurea' × V. agnus-castus","H5","drought tolerant · heat tolerant · coastal tolerant","specimen · shrub borders · wildlife gardens · informal hedging","2–2.5 m H × 2–3 m W","","","15","7","5","5","96","78","","","H5 inferred from reported USDA zone 7 tolerance","deciduous","","","",""
"0","Eupatorium 'Pink Frost'","Eupatorium japonicum 'Pink Frost'","335","Cream-white variegated leaves · pink-flushed young growth · flat pink flower heads","Keep evenly moist","East / South / West","Moist, well-drained; Do not allow soil to dry out","Cut back at the end of the season","","Jul-Sep","","","","","","","","","","","RHS: Eupatorium fortunei 'Pink Frost'; Kew synonymises E. fortunei with E. japonicum","H5","part-shade tolerant · exposed-site tolerant","cottage gardens · prairie planting · wildlife gardens · containers","1–1.5 m H × 0.5–1 m W","","","11","7","13","5","68","40","","","RHS H5","deciduous","","","",""
"0","Perennial Wallflower 'Bowles's Mauve'","Erysimum 'Bowles’s Mauve'","285","Grey-green mound topped by purple-mauve spires from spring to late autumn","Water while young, then keep it on the dry side","South / West","Well-drained chalk or sand; Wet winter ground shortens its life","Trim lightly between flushes · never cut into old bare wood","","Mar-Nov","","","","","","","","","","","Bowles’s Mauve","H4","immensely floriferous but short-lived · take cuttings to replace it","pollinators · gravel gardens · sunny borders · containers","0.5-1m H × 0.5-1m W","","","10","6","6","7","100","85","Potentially harmful if eaten; grow as an ornamental rather than an edible plant.","","Generally hardy in well-drained UK gardens but severe cold and winter wet can shorten its life.","evergreen","","","",""
"0","Japanese cedar 'Serama'","Cryptomeria japonica Serama ('FM5')","120","Compact green conifer · fasciated, contorted branches · dense pyramidal habit","Moderate; keep moist while establishing","East / South / West","Moist, well-drained; Sheltered · avoid waterlogging","No routine pruning","","Jan-Dec","","","","","","","","","","","trade name Serama; cultivar denomination 'FM5'","H6","cold hardy · urban suitable","containers · small gardens · rock gardens · specimen","50–60 cm H × 40–60 cm W","","","7","3","10","4","82","55","","PBR protected · commercial propagation restricted","RHS does not publish an individual hardiness rating; H6 inferred from the species and breeder's very frost-hardy description","evergreen","","","",""
"0","Japanese snowbell 'Evening Light'","Styrax japonicus 'Evening Light'","275","Deep purple young foliage · white bell-shaped flowers · dark red calyces","Keep evenly moist","South / West","Moist, well-drained; Acid to neutral soil · shelter from cold winds","Pruning Group 1; prune only if needed after flowering","","May-Jul","","","","","","","","","","","","H5","part-shade tolerant · urban suitable","specimen · city gardens · courtyards · cottage gardens","2.5–4 m H × 2.5–4 m W","","","7","3","11","5","82","52","","PBR protected · commercial propagation restricted","RHS H5; foliage colour is strongest in full sun","deciduous","","","",""
"0","Korean pine 'Jack Corbit'","Pinus koraiensis 'Jack Corbit'","180","Long soft blue-green needles · subtle yellow banding · compact pyramidal habit","Moderate; water while establishing","East / South / West","Moist, well-drained; Avoid prolonged waterlogging","No routine pruning","","Jan-Dec","","","","","","","","","","","syn. 'Jack Korbit'; also 'Jack Corbett' and 'Jack Korbett'","H7","cold hardy · drought tolerant · part-shade tolerant","specimen · containers · small gardens · conifer collections","1.8–3 m H × 1–2 m W","","","6","9","8","4","82","50","","","Very cold hardy; specialist sources report USDA zone 3","evergreen","","","",""
"0","Atlas cedar 'Horstmann's Silberspitz'","Cedrus atlantica (Glauca Group) 'Horstmann’s Silberspitz'","180","Blue-green needles · creamy-white new tips · young shoots turn burnished yellow","Moderate; water while establishing","South / West","Moist, well-drained; Shelter from strong winds · avoid waterlogging","No routine pruning","","Jun-Dec","","","","","","","","","","","syn. Cedrus atlantica (Glauca Group) 'Silberspitz'; Cedrus atlantica 'Silberspitz'","H6","cold hardy · drought tolerant once established · urban suitable","specimen · conifer gardens · large containers · architectural planting","2.5–4 m H × 1.5 m W","","","10","5","7","4","90","65","","","RHS H6","evergreen","","","",""
"0","Burnet 'Pink Brushes'","Sanguisorba 'Pink Brushes'","335","Powder-pink nodding bottlebrushes · finely cut green foliage · airy upright stems","Keep evenly moist","East / South / West","Moist, well-drained; Do not allow soil to dry out","Cut back in late winter; remove faded flower stems","","Jul-Sep","","","","","","","","","","","hybrid; sometimes listed as Sanguisorba × hakusanensis 'Pink Brushes'","H7","cold hardy · wet-soil tolerant · pollinator friendly","prairie planting · pond margins · wildlife gardens · cut flowers","1–1.2 m H × 50–60 cm W","","","13","2","14","4","82","48","","","RHS H7; hardy in the severest European continental climates","deciduous","","","",""
"0","Sessile fairy bells 'Variegatum'","Disporum sessile 'Variegatum'","120","Arching stems · pointed leaves with fine white stripes · hanging green-white bells","Keep evenly moist","North / East / West","Moist, well-drained; Sheltered · avoid prolonged dry soil","No pruning required","","May-Jun","","","","","","","","","","","","H6","shade tolerant · cold hardy","woodland gardens · ground cover · shrub underplanting · cottage gardens","30–45 cm H × 50–100 cm W","","","8","7","12","4","42","20","","","Hardy through a very cold UK winter, withstanding -20 to -15C.","deciduous","","","",""
"0","Hybrid Christmas rose 'Winter Moonbeam'","Helleborus × ericsmithii 'Winter Moonbeam'","0","White outward-facing flowers ageing pink-red · silver-veined dark foliage","Keep evenly moist","Any aspect","Moist, well-drained; Shelter from strong cold winds","Remove faded or damaged foliage as flowers appear","","Dec-Apr","","","","","","","","","","","syn. Helleborus 'Winter Moonbeam'","H5","cold hardy · shade tolerant · exposed-site tolerant","woodland gardens · containers · winter borders · wildlife gardens","25–35 cm H × 40–45 cm W","","","7","11","12","5","48","28","Harmful if eaten · skin irritant","PBR protected · commercial propagation restricted","Hardy through a cold UK winter, withstanding -15 to -10C.","evergreen","","","",""
"0","Evening primrose 'Sulphurea'","Oenothera stricta 'Sulphurea'","55","Bronzy-green leaves · red buds and stems · lemon-yellow flowers fading peach","Low; water during prolonged dry spells","South/West","Poor to moderate, well-drained; Avoid heavy, wet soils","Cut back after flowering","","Jun-Oct","","","","","","","","","","","syn. Oenothera odorata 'Sulphurea'; Oenothera odorata 'Cream'","H5","drought tolerant · coastal tolerant · heat tolerant","gravel gardens · cottage gardens · wildflower meadows · flower borders","60–90 cm H × 30–45 cm W","","","12","6","4","5","95","80","","","RHS H5","deciduous","","","",""
"0","Pearl Bush 'The Bride'","Exochorda × macrantha","0","Arching branches · pale green oblong leaves · masses of pure white papery five-petalled flowers in short racemes","Keep moist, never waterlogged","Any aspect","Any, well-drained; Avoid waterlogged ground","Group 2: prune after flowering, removing older flowered wood","","Apr-May","","","","","","","","","","","'The Bride'","H6","robust once established · generally pest-free · low maintenance","spring borders · mixed borders · cottage gardens · specimen planting · large containers","1.5–2.5 m H × 1.5–2.5 m W","","","13","3","11","6","75","45","","","Fully hardy in the UK; RHS H6, to about -20 to -15°C","deciduous","","","",""
"0","Swiss cheese plant 'Thai Constellation'","Monstera deliciosa 'Thai Constellation'","120","Large glossy split leaves · irregular cream and yellow-white variegation · speckled like stars","Keep moist, not waterlogged","East / West","Houseplant compost; No cold or harsh sun · needs good light","Remove damaged leaves at the base; cut aerial roots only where necessary","","Jan-Dec","","","","","","","","","","","","H1c","easy indoors when warm, humid and well lit · intolerant of frost","houseplant · conservatory · heated greenhouse · tropical indoor displays","1.5–2.5 m H × 1–1.5 m W","","","13","9","13","11","55","30","Harmful if eaten · calcium oxalate irritates mouth and gut","","Tender tropical; indoors or heated protection in the UK","evergreen","","","",""
"0","Shrubby scorpion vetch","Coronilla emerus","55","Rounded shrub · arching branches · small pinnate leaves · bright yellow pea flowers","Keep moist, not waterlogged","East / South / West","Any, well-drained; Avoid permanently wet ground","Prune after flowering to shape; remove old or damaged wood","","Apr-Aug","","","","","","","","","","","syn. Hippocrepis emerus","H6","adaptable · reasonable drought tolerance once established","shrub borders · banks · wildlife planting · cottage gardens · informal hedging","1–1.5 m H × 1–1.5 m W","","","13","4","8","6","75","45","All parts may be harmful if eaten","","Hardy in most UK gardens","deciduous","","","",""
"0","Crab Apple 'Veitch’s Scarlet'","Malus 'Veitch’s Scarlet'","5","Spring blossom · small scarlet-red crab apples · bronze-flushed young leaves","Keep moist, not waterlogged","East / South / West","Any, moderately fertile; Avoid very dry and waterlogged ground","Pruning group 1; remove dead, damaged or crossing branches after flowering","","Apr-Oct","","","","","","","","","","","","H6","robust · adaptable · tolerates urban conditions","specimen tree · wildlife garden · cottage garden · small garden · ornamental fruit","2.5–4 m H × 2.5–4 m W","","","12","9","10","7","85","55","","","Hardy throughout most of the UK","deciduous","","","",""
"0","Monterey cypress 'Goldcrest'","Cupressus macrocarpa 'Goldcrest'","55","Narrow upright column · dense feathery golden-yellow foliage · lemon scent when crushed","Keep moist, not waterlogged","South / West","Any, well-drained; Avoid waterlogging · huge if left unchecked","Trim lightly in late spring or summer; never cut into old brown wood","","Jan-Dec","","","","","","","","","","","","H5","fast growing · coastal tolerant once established","hedging · screening · specimen · containers · formal gardens","2.5–4 m H × 1–1.5 m W","","","18","6","9","7","90","60","","","Reasonably hardy; wind scorch and frost damage on exposed cold sites","evergreen","","","",""
"0","Deodar cedar","Cedrus deodara","120","Soft blue-green to green needles in clusters · sweeping branches · drooping leader and tips","Keep moist, not waterlogged","South / West","Any, well-drained; Needs space · avoid wet or exposed sites","Little needed; remove dead, damaged or crossing branches in late summer","","Jan-Dec","","","","","","","","","","","","H6","robust once established · tolerates a range of well-drained soils","large gardens · specimen · parks · large landscape schemes","4 m+ H × 4 m+ W","","","14","5","9","6","90","60","","","Hardy in much of the UK; young plants can be damaged in severe exposure","evergreen","","","",""
"0","Nemesia 'Confetti'","Nemesia 'Confetti'","270","Masses of small snapdragon-like flowers · lilac with a yellow throat · fresh green mound","Keep moist, not waterlogged","East / South / West","Fertile, humus-rich; Never let it dry out · avoid waterlogging","Deadhead regularly; trim lightly if plants become untidy","","Apr-Oct","","","","","","","","","","","","H3","fast flowering · frost sensitive · dislikes drought","bedding · containers · window boxes · baskets · borders","0.1–0.5 m H × 0.1–0.5 m W","","","18","7","15","9","75","45","","","Grown as a tender annual in the UK","evergreen","","","",""
"0","Modiolastrum lateritium","Modiolastrum lateritium","15","Lobed scalloped leaves · red-edged margins · brick-red mallow flowers","Keep moist, not waterlogged","South / West","Fertile, well-drained; Protect from hard frost · avoid wet soil","Prune lightly after flowering; remove weak or damaged growth","","Jun-Aug","","","","","","","","","","","syn. Malvastrum lateritium","H3","needs a warm sheltered spot · frost tender","conservatory · greenhouse · sheltered patio · warm-climate containers","1.5–2.5 m H × 1–1.5 m W","","","14","6","12","14","80","55","","","Tender in the UK; frost protection or overwinter indoors","evergreen","","","",""
"0","Juniper 'Blue Arrow'","Juniperus virginiana 'Blue Arrow'","190","Very narrow upright column · dense blue-green scale-like foliage · architectural habit","Water until established; then little","South / West","Any, well-drained; Avoid wet soil · best colour in full sun","Little needed; remove damaged or unwanted shoots in late winter","","Jan-Dec","","","","","","","","","","","","H7","drought tolerant once established · exposed-site tolerant · very hardy","formal gardens · narrow borders · screening · architectural planting · containers · specimen","2.5–4 m H × 0.5–1 m W","","","11","4","6","4","90","60","","","Very hardy; suits exposed UK sites once established","evergreen","","","",""
"0","English shrub rose 'Summer Song'","Rosa 'Summer Song' ('Austango')","20","Vibrant coppery orange-red cups · densely petalled blooms · strong Tea fragrance","Keep evenly moist; water in dry spells","East / South / West","Moist, well-drained; Avoid prolonged drought or waterlogging","Pruning Group 21; prune in late winter","","Jun-Oct","","","","","","","","","","","trade name Summer Song; breeder denomination 'Austango'","H6","cold hardy · urban suitable","shrub borders · cottage gardens · cut flowers · containers","1.2–1.5 m H × 0.5–1 m W","","","10","12","11","9","95","72","Rose hips ornamental · not to be eaten · wear gloves when handling","PBR protected · commercial propagation restricted","RHS H6; hardy throughout the UK and northern Europe","deciduous","","","",""
"0","False acacia 'Lace Lady'","Robinia pseudoacacia 'Lace Lady'","120","Twisted zig-zag stems · curly green leaflets · yellow autumn colour","Moderate; water in dry spells","Any aspect","Moist, well-drained; Avoid waterlogging","Prune in late summer or early autumn; remove suckers","","May-Oct","","","","","","","","","","","syn. Robinia 'Twisty Baby'; Robinia pseudoacacia 'Twisty Baby'; trade name Twisty Baby","H6","drought tolerant · pollution tolerant · urban suitable","specimen · patio containers · city gardens · architectural planting","2.5–4 m H × 2.5–4 m W","","","5","6","6","6","82","50","Harmful if eaten · skin irritant","PBR protected · commercial propagation restricted","RHS H6","deciduous","","","",""
"0","Omei Mountain Balsam","Impatiens omeiana","55","Large elongated dark green leaves with pale silver veins · upright stems · small pale yellow flowers","Keep evenly damp","North / East / West","Moist, fertile, humus-rich; Never let it dry out · shelter from sun","Cut old stems to ground level after flowering or when foliage dies back","","Aug-Oct","","","","","","","","","","","","H5","cold hardy · spreads by rhizomes · needs cool, moist shade","woodland gardens · shady borders · underplanting · damp shade","0.5–1 m H × 0.5–1 m W","","","13","6","17","8","30","10","","","Hardy in much of the UK in a sheltered, moist position","deciduous","","","",""
"0","Cape mallow 'Candy Apple'","Anisodontea capensis 'Ib201-7'","0","Large deep-red flowers · crimson veining · dark central eye · soft grey-green foliage","Moderate; water in dry spells","South / West","Free-draining; Sheltered · avoid winter wet","Tip-prune young plants to encourage bushiness","","May-Dec","","","","","","","","","","","trade name CARNIVAL LIGHTS CANDY APPLE; Carnival Lights Series; cultivar code 'Ib201-7'","H3","heat tolerant · drought tolerant once established","containers · patios · borders · pollinators","80–100 cm H × 40–60 cm W","","","13","7","8","5","95","65","","","RHS H3; hardy to around -5°C in sheltered conditions","semi-evergreen","","","",""
"0","White-flowered ivy-leaved cyclamen","Cyclamen hederifolium var. hederifolium f. albiflorum","0","Pure white reflexed flowers · ivy-shaped silver-marbled leaves · autumn flowering","Moderate; allow soil to dry slightly","North / East / West","Well-drained; Avoid summer waterlogging","Remove old foliage as it dies back in summer","","Sep-Nov","","","","","","","","","","","syn. Cyclamen hederifolium 'Album'; Cyclamen hederifolium alba; Cyclamen hederifolium f. album","H5","drought tolerant once established · cold hardy · shade tolerant","woodland gardens · underplanting · rock gardens · naturalising","To 10 cm H × 15–30 cm W","","","7","6","5","4","38","18","","","Hardy through a cold UK winter, withstanding -15 to -10C.","deciduous","","","",""
"0","Decorative dahlia 'Kelvin Floodlight'","Dahlia 'Kelvin Floodlight'","55","Huge bright-yellow double blooms · broad petals · upright dark-green foliage","Keep evenly moist; water freely in dry spells","South / West","Fertile, moist, well-drained; Avoid waterlogging · shelter from strong winds","Deadhead regularly; cut back after frost and lift tubers","","Jul-Oct","","","","","","","","","","","","H3","urban suitable · heat tolerant","cut flowers · borders · containers · cottage gardens","1–1.5 m H × 50–100 cm W","","","15","12","13","9","95","70","","","RHS H3; lift and store tubers over winter","deciduous","","","",""
"0","Cape figwort 'Trewidden Pink'","Phygelius aequalis 'Trewidden Pink'","335","Dusky-pink tubular flowers · creamy-yellow throats · dark-green toothed leaves","Keep evenly moist","East / South / West","Moist, well-drained; Shelter from cold winds · protect in severe winters","Cut back to the base in late spring","","Jun-Oct","","","","","","","","","","","syn. Phygelius × rectus 'Trewidden Pink'; Phygelius 'Trewidden Pink'","H5","cold hardy · coastal tolerant · pollinator friendly","flower borders · containers · cottage gardens · wall-side borders","50–100 cm H × 50–100 cm W","","","13","7","12","5","82","48","","","RHS H5","semi-evergreen","","","",""
"0","Porcupine tomato","Solanum pyracanthos","0","Grey-green lobed leaves · vivid orange spines · purple star-shaped flowers · red fruits","Moderate; water freely during growth","South / West","Moist, well-drained; Sheltered · protect from frost","Restrictive pruning if grown under glass","","Jun-Oct","","","","","","","","","","","","H2","drought tolerant · heat tolerant","containers · conservatories · subtropical planting · summer bedding","1–1.5 m H × 0.5–1 m W","","","14","8","10","8","95","72","Inedible fruits · harmful if eaten","","RHS H2; grow outdoors only during summer and overwinter frost-free","evergreen","","","",""
"0","White Lips Bear's Breeches","Acanthus hungaricus","275","Clump-forming perennial with glossy, deeply cut dark-green leaves and tall spiny flower spikes bearing white flowers with purple hoods.","Moist but well-drained","Any aspect","Fertile, well-drained; Avoid waterlogging · spreads, hard to remove","Cut spent flower stems to the base after flowering; remove old foliage in spring.","","Jun-Aug","","","","","","","","","","","'White Lips'","H4","Drought tolerant once established; robust perennial.","Architectural border plant, cottage garden, specimen planting, pollinator planting and cut flower.","0.5-1m H × 0.5-1m W","","","17","7","11","8","65","45","","","Fully hardy in most of the UK; RHS rates H4 (-10 to -5°C).","Dark green, deeply cut; deciduous to semi-evergreen depending on conditions.","","","",""
"0","Tropical Summer Trumpet Creeper","Campsis grandiflora","25","Deciduous climbing vine with pinnate dark-green foliage and terminal clusters of bright orange trumpet-shaped flowers.","Moist but well-drained","South / West","Moist, well-drained; Warm sunny wall · poor in cold or shade","Pruning group 12; prune in late winter or early spring.","","Aug-Oct","","","","","","","","","","","'Tropical Summer'","H4","Drought tolerant once established; reasonably hardy when given a warm sheltered position.","Warm wall, climber, Mediterranean or sub-tropical planting and wildlife garden.","1.5-2.5m H × 1-1.5m W","","","15","6","10","10","90","75","","","RHS rates H4 (-10 to -5°C); best grown against a warm, sunny wall.","Deciduous; mid to dark green leaves divided into 7-9 leaflets.","","","",""
"0","Sweet Woodruff","Galium odoratum","120","Mat-forming perennial with whorls of bright green, lance-shaped leaves and clusters of small white star-shaped flowers; foliage develops a distinctive sweet hay-like scent when dried.","Moist but well-drained","North / East / West","Any moist soil; Scorches in dry sun · spreads by rhizomes","Cut back after flowering if required; remove untidy or damaged growth to maintain a neat groundcover.","","May-Jun","","","","","","","","","","","","H7","Generally robust and disease-free; tolerates some drought once established but performs best in moist woodland-type conditions.","Ground cover, woodland planting, underplanting, cottage gardens, wildlife gardens, banks and slopes.","0.1-0.5m H × 1-1.5m W","","","17","2","14","5","35","15","","","Very hardy in the UK; RHS rates it H7, hardy below -20°C.","Deciduous; bright green, lance-shaped leaves arranged in whorls, pleasantly hay-scented when dried.","","","",""
"0","Daphne 'Pink Fragrance'","Daphne × transatlantica PINK FRAGRANCE ('Blapink')","340","Sweetly scented pink flowers flushed white · deep pink buds · repeats spring to autumn","Evenly damp; never let it dry out at the root","Any aspect","Humus-rich, well-drained but not dry; Shelter from cold drying winds · resents root disturbance","Barely prune · light tidy after a flush if it is needed at all","","Apr-Oct","","","","","","","","","","","trade name PINK FRAGRANCE; cultivar 'Blapink' PBR; also listed as Eternal Fragrance Pink","H5","long flowering season · compact · all parts harmful","scented borders · entrances and paths · containers · small gardens","0.9–1.2 m H × 0.9–1.2 m W","","","7","6","12","8","60","30","All parts are harmful if eaten and the sap irritates skin. Wear gloves when handling.","PBR protected · commercial propagation restricted","H5 taken from the sibling ETERNAL FRAGRANCE ('Blafra') in the same hybrid group — see uncertain","semi-evergreen","","","",""
"0","Ninebark 'All Black'","Physocarpus opulifolius ALL BLACK ('Minall2')","280","Very dark purple to near-black leaves · pale pink-white flower clusters · peeling mature bark","Keep moist, not waterlogged","South / West","Any, fertile; Best colour in sun · water while young","Pruning group 1; remove older or congested stems after flowering","","May-Aug","","","","","","","","","","","trade name ALL BLACK; cultivar 'Minall2'; nursery label reads ALL BLACK® 'Minall2' cov","H6","very robust · tolerates a wide range of soils and conditions","mixed borders · hedging · screening · wildlife gardens · foliage contrast","1.5–2.5 m H × 1.5–2.5 m W","","","15","4","10","6","80","45","","","Hardy throughout the UK","","","","",""
"0","Knotweed 'Darjeeling Red'","Persicaria affinis 'Darjeeling Red'","350","Mat-forming foliage reddening in autumn · pink spikes maturing deep red","Moderate; keep soil moisture-retentive","Any aspect","Moist, moisture-retentive, well-drained; Can spread quickly in persistently wet soil","No routine pruning; remove spent flowers and comb out old leaves","","Jun-Oct","","","","","","","","","","","syn. Polygonum affine 'Darjeeling Red'","H7","cold hardy · coastal tolerant · drought tolerant once established","ground cover · garden edging · rock gardens · patio containers","20–25 cm H × 45–50 cm W","","","12","3","9","4","78","40","","","RHS H7","semi-evergreen","","","",""
"0","Culver's root 'Red Arrows'","Veronicastrum 'Red Arrows'","275","Red buds and stems · violet branched flower spikes · whorled foliage","Moderate; keep soil moist in dry spells","East/South/West","Moist, fertile, well-drained; Avoid prolonged drying out","Deadhead as flowers fade; cut back to ground level in winter","","Jun-Sep","","","","","","","","","","","syn. Veronicastrum sibiricum 'Red Arrows'","H7","cold hardy","herbaceous borders · cottage gardens · architectural planting · pollinator gardens","1–1.5 m H × 0.5–1 m W","","","10","8","12","6","82","45","","","RHS H7","deciduous","","","",""
"0","Compact Guelder Rose","Viburnum opulus","0","Dense, compact deciduous shrub with dark green palmately lobed leaves, flat heads of small fertile flowers surrounded by creamy-white sterile flowers, followed by bright red berries.","Moist but well-drained","North, East, South, West","Chalk, clay, loam or sand; Any pH · avoid very dry or waterlogged soil","Pruning group 1; prune after flowering if required, but avoid heavy pruning if the ornamental berries are wanted.","","May-Jun","","","","","","","","","","","'Compactum'","H6","Robust and adaptable shrub that tolerates exposed positions and a range of soils when moisture is adequate.","Shrub borders, woodland gardens, cottage gardens, wildlife gardens, hedging, informal screening and specimen planting.","1-1.5m H × 1-1.5m W","","","12","7","14","7","65","35","","","Hardy through a very cold UK winter, withstanding -20 to -15C.","Deciduous; dark green, palmately lobed leaves turning purplish-red in autumn.","","","",""
"0","Bluebeard 'Dark Knight'","Caryopteris × clandonensis","265","Compact deciduous shrub with aromatic grey-green foliage and dark reddish stems, producing dense clusters of rich deep blue-purple flowers in late summer and early autumn.","Moist but well-drained","South, West","Chalk, loam or sand; Drained; avoid winter wet; warm shelter","Pruning group 6; cut back hard in spring to a low woody framework to encourage strong new flowering growth.","","Aug-Sep","","","","","","","","","","","'Dark Knight'","H6","Drought tolerant once established and well suited to hot, sunny positions; dislikes winter waterlogging.","Flower borders, wildlife gardens, cottage gardens, Mediterranean-style planting, gravel gardens and containers.","1-1.5m H × 1-1.5m W","","","13","5","7","7","95","75","","","Fully hardy in much of the UK, though a warm sheltered position is preferable in colder areas.","Deciduous; aromatic grey-green leaves with silvery undersides.","","","",""
"0","Common Box","Buxus sempervirens","100","Dense evergreen shrub with small glossy dark green leaves, traditionally clipped into hedges and topiary.","Water during establishment and prolonged drought.","East / West","Any, moist but drained; Box blight and box tree moth","Clip hedges and topiary during the growing season as required.","","Jan-Dec","","","","","","","","","","","","H6","Cold hardy but increasingly affected by box blight and box tree moth.","Hedging, topiary, edging and formal gardens.","4–8 m H × 4–8 m W","","","6","18","8","13","45","10","Harmful if eaten; sap may irritate.","","Hardy throughout the UK, approximately -20 to -15°C.","Evergreen; small leathery dark green leaves.","","","",""
"0","Crape Myrtle 'With Love Babe'","Lagerstroemia indica WITH LOVE BABE ('Milaperl')","330","Compact deciduous shrub with attractive smooth bark, glossy foliage and showy crinkled flowers produced in dense panicles in warm summer conditions.","Moist but well-drained","South / West","Acid to neutral, drained; Needs a hot sunny spot; shelter from frost","Pruning group 1; can tolerate harder pruning if required.","","Jul-Sep","","","","","","","","","","","With Love series; trade name WITH LOVE BABE; cultivar code 'Milaperl'","H4","Best in warm sheltered sites; flowering can be poor after cool summers.","Patio, containers, Mediterranean-style gardens, wall-side borders and specimen planting.","1-1.5m H × 1-1.5m W","","","9","5","11","11","95","75","","","Hardy in milder UK areas but requires shelter and warmth.","deciduous","","","",""
"0","Astilbe 'Chocolate Shogun'","Astilbe 'Chocolate Shogun'","340","Compact clump-forming perennial with dramatic dark chocolate to bronze foliage and airy plumes of pale pink flowers.","Moist but well-drained","North / East / West","Moist humus-rich loam; Never let it dry out; hates hot dry sites","Cut back faded flower stems and old foliage after flowering or in late winter.","","Jun-Aug","","","","","","","","","","","'Chocolate Shogun'","H7","Reliable in moist shady borders; sensitive to drought.","Shady borders, woodland gardens, waterside planting, containers and cottage gardens.","0.5-1m H × 0.5-1m W","","","10","5","17","7","40","15","","","Very hardy perennial suitable for UK conditions.","deciduous","","","",""
"0","Cabbage Palm 'Torbay Dazzler'","Cordyline australis 'Torbay Dazzler'","60","Architectural evergreen palm-like plant with a tall trunk and terminal crown of sword-shaped leaves heavily striped in creamy white.","Moist but well-drained","South / West / East","Well-drained, any type; Avoid frost pockets and waterlogging","Usually requires no pruning; remove damaged leaves at the base if required.","","Jan-Dec","","","","","","","","","","","'Torbay Dazzler'","H5","Tolerant of coastal conditions and reasonably drought tolerant once established.","Architectural planting, coastal gardens, containers, borders and Mediterranean-style planting.","2.5-4m H × 1-1.5m W","","","10","6","8","5","85","45","","","Hardy in many UK gardens but best in a sheltered position.","evergreen","","","",""
